exp_a,exp_b,stimulus,expertise_a,expertise_b,score,source_file
34,25,vehicle,low,medium,0.8175095900455712,Java_low_Java_medium_results.csv
34,147,vehicle,low,medium,0.831904001934798,Java_low_Java_medium_results.csv
34,142,vehicle,low,medium,0.8083202460504438,Java_low_Java_medium_results.csv
34,117,vehicle,low,medium,0.8059349870830909,Java_low_Java_medium_results.csv
34,115,vehicle,low,medium,0.7810051351315056,Java_low_Java_medium_results.csv
34,133,vehicle,low,medium,0.8202715838093457,Java_low_Java_medium_results.csv
34,145,vehicle,low,medium,0.8111187178859957,Java_low_Java_medium_results.csv
34,192,vehicle,low,medium,0.8360024613007024,Java_low_Java_medium_results.csv
34,190,vehicle,low,medium,0.8027651266172918,Java_low_Java_medium_results.csv
34,166,vehicle,low,medium,0.8712744020919052,Java_low_Java_medium_results.csv
34,158,vehicle,low,medium,0.7704698721934257,Java_low_Java_medium_results.csv
34,197,vehicle,low,medium,0.814369406788155,Java_low_Java_medium_results.csv
34,203,vehicle,low,medium,0.9033378622744224,Java_low_Java_medium_results.csv
34,169,vehicle,low,medium,0.830646697696188,Java_low_Java_medium_results.csv
34,206,vehicle,low,medium,0.7818947497491543,Java_low_Java_medium_results.csv
34,91,vehicle,low,medium,0.807073437208892,Java_low_Java_medium_results.csv
34,155,vehicle,low,medium,0.8215253797780246,Java_low_Java_medium_results.csv
34,207,vehicle,low,medium,0.7928255580476075,Java_low_Java_medium_results.csv
34,215,vehicle,low,medium,0.8499461015434863,Java_low_Java_medium_results.csv
35,4,vehicle,low,medium,0.7657754982550334,Java_low_Java_medium_results.csv
34,202,vehicle,low,medium,0.8377183081201581,Java_low_Java_medium_results.csv
34,89,vehicle,low,medium,0.7791218308073463,Java_low_Java_medium_results.csv
34,171,vehicle,low,medium,0.7948349124583147,Java_low_Java_medium_results.csv
34,214,vehicle,low,medium,0.8143553281750322,Java_low_Java_medium_results.csv
35,24,vehicle,low,medium,0.776124527228516,Java_low_Java_medium_results.csv
34,210,vehicle,low,medium,0.8067429092930383,Java_low_Java_medium_results.csv
35,16,vehicle,low,medium,0.7668847357439689,Java_low_Java_medium_results.csv
35,20,vehicle,low,medium,0.7842357846622231,Java_low_Java_medium_results.csv
35,32,vehicle,low,medium,0.7570162076269868,Java_low_Java_medium_results.csv
35,19,vehicle,low,medium,0.8776677443105936,Java_low_Java_medium_results.csv
35,42,vehicle,low,medium,0.8743754216408,Java_low_Java_medium_results.csv
35,25,vehicle,low,medium,0.791835566244732,Java_low_Java_medium_results.csv
34,135,vehicle,low,medium,0.7669144701044937,Java_low_Java_medium_results.csv
34,168,vehicle,low,medium,0.8039264659217286,Java_low_Java_medium_results.csv
35,53,vehicle,low,medium,0.8523873524587122,Java_low_Java_medium_results.csv
35,54,vehicle,low,medium,0.8081127157258624,Java_low_Java_medium_results.csv
34,191,vehicle,low,medium,0.7784653813142773,Java_low_Java_medium_results.csv
35,58,vehicle,low,medium,0.7842752823889153,Java_low_Java_medium_results.csv
35,70,vehicle,low,medium,0.8702532436203434,Java_low_Java_medium_results.csv
35,50,vehicle,low,medium,0.8643130127705219,Java_low_Java_medium_results.csv
35,40,vehicle,low,medium,0.8275222229212496,Java_low_Java_medium_results.csv
31,151,vehicle,low,medium,0.8296679174051155,Java_low_Java_medium_results.csv
35,61,vehicle,low,medium,0.7928628352876282,Java_low_Java_medium_results.csv
35,55,vehicle,low,medium,0.7606537129401377,Java_low_Java_medium_results.csv
35,51,vehicle,low,medium,0.8280764593857546,Java_low_Java_medium_results.csv
35,66,vehicle,low,medium,0.9119066830591492,Java_low_Java_medium_results.csv
35,62,vehicle,low,medium,0.870778250527037,Java_low_Java_medium_results.csv
35,72,vehicle,low,medium,0.8071229873021627,Java_low_Java_medium_results.csv
35,75,vehicle,low,medium,0.7969182314563746,Java_low_Java_medium_results.csv
35,57,vehicle,low,medium,0.8457101320469269,Java_low_Java_medium_results.csv
35,108,vehicle,low,medium,0.9025950684610344,Java_low_Java_medium_results.csv
35,6,vehicle,low,medium,0.8662825786249031,Java_low_Java_medium_results.csv
35,83,vehicle,low,medium,0.8317577393083815,Java_low_Java_medium_results.csv
35,91,vehicle,low,medium,0.7452027139459959,Java_low_Java_medium_results.csv
34,151,vehicle,low,medium,0.8486353925143465,Java_low_Java_medium_results.csv
35,89,vehicle,low,medium,0.7337712428275077,Java_low_Java_medium_results.csv
35,143,vehicle,low,medium,0.7684425856706595,Java_low_Java_medium_results.csv
35,117,vehicle,low,medium,0.7545504662607285,Java_low_Java_medium_results.csv
35,115,vehicle,low,medium,0.7906591987862062,Java_low_Java_medium_results.csv
35,81,vehicle,low,medium,0.8238989515580373,Java_low_Java_medium_results.csv
35,88,vehicle,low,medium,0.8834174106473937,Java_low_Java_medium_results.csv
35,135,vehicle,low,medium,0.8202925035591154,Java_low_Java_medium_results.csv
35,145,vehicle,low,medium,0.8104799019932095,Java_low_Java_medium_results.csv
35,17,vehicle,low,medium,0.7696921253500423,Java_low_Java_medium_results.csv
35,155,vehicle,low,medium,0.8289127446923249,Java_low_Java_medium_results.csv
35,84,vehicle,low,medium,0.7745082176446578,Java_low_Java_medium_results.csv
35,158,vehicle,low,medium,0.7241836780853446,Java_low_Java_medium_results.csv
35,18,vehicle,low,medium,0.8065574670732544,Java_low_Java_medium_results.csv
35,33,vehicle,low,medium,0.8161372280447637,Java_low_Java_medium_results.csv
35,166,vehicle,low,medium,0.8724286074014299,Java_low_Java_medium_results.csv
35,169,vehicle,low,medium,0.8311744576921103,Java_low_Java_medium_results.csv
35,191,vehicle,low,medium,0.7610113195076276,Java_low_Java_medium_results.csv
35,192,vehicle,low,medium,0.8076919277251373,Java_low_Java_medium_results.csv
35,147,vehicle,low,medium,0.8547592319251212,Java_low_Java_medium_results.csv
35,105,vehicle,low,medium,0.8396871152297438,Java_low_Java_medium_results.csv
35,210,vehicle,low,medium,0.8286255514864733,Java_low_Java_medium_results.csv
35,133,vehicle,low,medium,0.8301369511222163,Java_low_Java_medium_results.csv
35,151,vehicle,low,medium,0.8250448631319208,Java_low_Java_medium_results.csv
35,203,vehicle,low,medium,0.9366049108952156,Java_low_Java_medium_results.csv
35,171,vehicle,low,medium,0.7660342541426706,Java_low_Java_medium_results.csv
35,207,vehicle,low,medium,0.7795487758488235,Java_low_Java_medium_results.csv
35,190,vehicle,low,medium,0.7915383288598208,Java_low_Java_medium_results.csv
35,215,vehicle,low,medium,0.834272613514789,Java_low_Java_medium_results.csv
35,202,vehicle,low,medium,0.8195312905250205,Java_low_Java_medium_results.csv
37,24,vehicle,low,medium,0.7655840094236781,Java_low_Java_medium_results.csv
37,16,vehicle,low,medium,0.7652753414426291,Java_low_Java_medium_results.csv
37,18,vehicle,low,medium,0.8024516106026651,Java_low_Java_medium_results.csv
35,142,vehicle,low,medium,0.8137022623642584,Java_low_Java_medium_results.csv
37,32,vehicle,low,medium,0.7880065162836126,Java_low_Java_medium_results.csv
35,214,vehicle,low,medium,0.8172693814918017,Java_low_Java_medium_results.csv
35,97,vehicle,low,medium,0.7479959852384059,Java_low_Java_medium_results.csv
37,42,vehicle,low,medium,0.8759507368754815,Java_low_Java_medium_results.csv
37,40,vehicle,low,medium,0.8173683304052118,Java_low_Java_medium_results.csv
37,33,vehicle,low,medium,0.8305288446778796,Java_low_Java_medium_results.csv
37,4,vehicle,low,medium,0.836031318820069,Java_low_Java_medium_results.csv
35,73,vehicle,low,medium,0.8312513525037853,Java_low_Java_medium_results.csv
37,53,vehicle,low,medium,0.8113275883404877,Java_low_Java_medium_results.csv
37,54,vehicle,low,medium,0.8071605690696105,Java_low_Java_medium_results.csv
37,58,vehicle,low,medium,0.8226549493235006,Java_low_Java_medium_results.csv
37,57,vehicle,low,medium,0.8274688409406825,Java_low_Java_medium_results.csv
37,70,vehicle,low,medium,0.8116513064794766,Java_low_Java_medium_results.csv
37,50,vehicle,low,medium,0.8092336282576944,Java_low_Java_medium_results.csv
37,19,vehicle,low,medium,0.8422252126249123,Java_low_Java_medium_results.csv
37,61,vehicle,low,medium,0.7964093294445269,Java_low_Java_medium_results.csv
37,17,vehicle,low,medium,0.7832825453103658,Java_low_Java_medium_results.csv
37,20,vehicle,low,medium,0.7856240066626481,Java_low_Java_medium_results.csv
35,168,vehicle,low,medium,0.8273861098543817,Java_low_Java_medium_results.csv
37,62,vehicle,low,medium,0.8577781760292065,Java_low_Java_medium_results.csv
37,51,vehicle,low,medium,0.814695207984929,Java_low_Java_medium_results.csv
37,88,vehicle,low,medium,0.8454320419415177,Java_low_Java_medium_results.csv
37,66,vehicle,low,medium,0.8881004887453193,Java_low_Java_medium_results.csv
35,197,vehicle,low,medium,0.8021232457563192,Java_low_Java_medium_results.csv
37,6,vehicle,low,medium,0.8498073654350199,Java_low_Java_medium_results.csv
37,72,vehicle,low,medium,0.822382514306549,Java_low_Java_medium_results.csv
37,75,vehicle,low,medium,0.8206242467397984,Java_low_Java_medium_results.csv
35,206,vehicle,low,medium,0.7869595153396037,Java_low_Java_medium_results.csv
37,81,vehicle,low,medium,0.8014889191833213,Java_low_Java_medium_results.csv
37,73,vehicle,low,medium,0.8361718886321723,Java_low_Java_medium_results.csv
37,83,vehicle,low,medium,0.8198150137700576,Java_low_Java_medium_results.csv
37,143,vehicle,low,medium,0.7706302812879597,Java_low_Java_medium_results.csv
37,117,vehicle,low,medium,0.7594768880781543,Java_low_Java_medium_results.csv
37,133,vehicle,low,medium,0.7629700886084937,Java_low_Java_medium_results.csv
37,147,vehicle,low,medium,0.8212892924197192,Java_low_Java_medium_results.csv
37,105,vehicle,low,medium,0.7769965347998382,Java_low_Java_medium_results.csv
37,108,vehicle,low,medium,0.8457946885870938,Java_low_Java_medium_results.csv
37,155,vehicle,low,medium,0.804935252700331,Java_low_Java_medium_results.csv
37,91,vehicle,low,medium,0.765341485771899,Java_low_Java_medium_results.csv
37,169,vehicle,low,medium,0.8115735231255216,Java_low_Java_medium_results.csv
37,158,vehicle,low,medium,0.779619376340263,Java_low_Java_medium_results.csv
37,166,vehicle,low,medium,0.8298495774011834,Java_low_Java_medium_results.csv
37,168,vehicle,low,medium,0.8246259464785608,Java_low_Java_medium_results.csv
37,25,vehicle,low,medium,0.7871612404211686,Java_low_Java_medium_results.csv
37,203,vehicle,low,medium,0.9030440941340244,Java_low_Java_medium_results.csv
37,191,vehicle,low,medium,0.7949261913999494,Java_low_Java_medium_results.csv
37,197,vehicle,low,medium,0.8398235722350664,Java_low_Java_medium_results.csv
37,151,vehicle,low,medium,0.8257596753516674,Java_low_Java_medium_results.csv
37,210,vehicle,low,medium,0.8024382578959887,Java_low_Java_medium_results.csv
37,206,vehicle,low,medium,0.8268047142375422,Java_low_Java_medium_results.csv
37,190,vehicle,low,medium,0.7851710146917309,Java_low_Java_medium_results.csv
37,192,vehicle,low,medium,0.8485125182811429,Java_low_Java_medium_results.csv
37,115,vehicle,low,medium,0.7996396783079229,Java_low_Java_medium_results.csv
37,89,vehicle,low,medium,0.8208753491302481,Java_low_Java_medium_results.csv
37,84,vehicle,low,medium,0.7981495672653182,Java_low_Java_medium_results.csv
37,215,vehicle,low,medium,0.7904673418946287,Java_low_Java_medium_results.csv
37,142,vehicle,low,medium,0.7955833916899261,Java_low_Java_medium_results.csv
41,19,vehicle,low,medium,0.848178103015057,Java_low_Java_medium_results.csv
37,202,vehicle,low,medium,0.8660283428867599,Java_low_Java_medium_results.csv
41,6,vehicle,low,medium,0.8181617054983689,Java_low_Java_medium_results.csv
41,4,vehicle,low,medium,0.7517853275759439,Java_low_Java_medium_results.csv
37,97,vehicle,low,medium,0.7848640162912058,Java_low_Java_medium_results.csv
37,145,vehicle,low,medium,0.78328099488154,Java_low_Java_medium_results.csv
37,55,vehicle,low,medium,0.8429397986431736,Java_low_Java_medium_results.csv
41,42,vehicle,low,medium,0.8669553001613418,Java_low_Java_medium_results.csv
41,16,vehicle,low,medium,0.7139630908402385,Java_low_Java_medium_results.csv
37,171,vehicle,low,medium,0.8412335834436654,Java_low_Java_medium_results.csv
41,40,vehicle,low,medium,0.8067105112066839,Java_low_Java_medium_results.csv
37,135,vehicle,low,medium,0.8316505343478253,Java_low_Java_medium_results.csv
41,25,vehicle,low,medium,0.7405681133948151,Java_low_Java_medium_results.csv
41,33,vehicle,low,medium,0.7931597142119808,Java_low_Java_medium_results.csv
41,50,vehicle,low,medium,0.8016504681177945,Java_low_Java_medium_results.csv
41,66,vehicle,low,medium,0.8804920880651439,Java_low_Java_medium_results.csv
41,57,vehicle,low,medium,0.7882628290426501,Java_low_Java_medium_results.csv
41,61,vehicle,low,medium,0.7469509161423409,Java_low_Java_medium_results.csv
41,70,vehicle,low,medium,0.7932867089382437,Java_low_Java_medium_results.csv
41,20,vehicle,low,medium,0.7281044114164917,Java_low_Java_medium_results.csv
41,51,vehicle,low,medium,0.7927268138631903,Java_low_Java_medium_results.csv
41,55,vehicle,low,medium,0.7930436986000959,Java_low_Java_medium_results.csv
41,17,vehicle,low,medium,0.7261948864156252,Java_low_Java_medium_results.csv
37,214,vehicle,low,medium,0.8367664064116539,Java_low_Java_medium_results.csv
41,75,vehicle,low,medium,0.8365259578163977,Java_low_Java_medium_results.csv
41,72,vehicle,low,medium,0.7860333707320023,Java_low_Java_medium_results.csv
41,53,vehicle,low,medium,0.8266074409829901,Java_low_Java_medium_results.csv
41,62,vehicle,low,medium,0.848694184611226,Java_low_Java_medium_results.csv
41,81,vehicle,low,medium,0.8104937910753828,Java_low_Java_medium_results.csv
41,73,vehicle,low,medium,0.7922022515852394,Java_low_Java_medium_results.csv
41,108,vehicle,low,medium,0.8810543781993901,Java_low_Java_medium_results.csv
41,83,vehicle,low,medium,0.7793471068810286,Java_low_Java_medium_results.csv
41,54,vehicle,low,medium,0.7920512885381992,Java_low_Java_medium_results.csv
37,207,vehicle,low,medium,0.8086441893949682,Java_low_Java_medium_results.csv
41,105,vehicle,low,medium,0.7994173746507246,Java_low_Java_medium_results.csv
41,58,vehicle,low,medium,0.7843543802716456,Java_low_Java_medium_results.csv
41,24,vehicle,low,medium,0.7576742673693103,Java_low_Java_medium_results.csv
41,89,vehicle,low,medium,0.7846441532827615,Java_low_Java_medium_results.csv
41,143,vehicle,low,medium,0.7344951247648458,Java_low_Java_medium_results.csv
41,142,vehicle,low,medium,0.7468568184205794,Java_low_Java_medium_results.csv
41,133,vehicle,low,medium,0.7529848407064812,Java_low_Java_medium_results.csv
41,32,vehicle,low,medium,0.7097952561844223,Java_low_Java_medium_results.csv
41,88,vehicle,low,medium,0.8283628269488633,Java_low_Java_medium_results.csv
41,135,vehicle,low,medium,0.8019492537986758,Java_low_Java_medium_results.csv
41,169,vehicle,low,medium,0.8006971867496485,Java_low_Java_medium_results.csv
41,84,vehicle,low,medium,0.6974541816106118,Java_low_Java_medium_results.csv
41,168,vehicle,low,medium,0.8194789560244217,Java_low_Java_medium_results.csv
41,166,vehicle,low,medium,0.8439859867547863,Java_low_Java_medium_results.csv
41,18,vehicle,low,medium,0.7922199759463318,Java_low_Java_medium_results.csv
41,203,vehicle,low,medium,0.9134014413722455,Java_low_Java_medium_results.csv
41,171,vehicle,low,medium,0.7991460883601345,Java_low_Java_medium_results.csv
41,191,vehicle,low,medium,0.7225378490363289,Java_low_Java_medium_results.csv
41,97,vehicle,low,medium,0.7457020593410508,Java_low_Java_medium_results.csv
41,197,vehicle,low,medium,0.7949667093775127,Java_low_Java_medium_results.csv
41,210,vehicle,low,medium,0.7623776516228792,Java_low_Java_medium_results.csv
41,151,vehicle,low,medium,0.8157166264396646,Java_low_Java_medium_results.csv
41,206,vehicle,low,medium,0.7845498288417061,Java_low_Java_medium_results.csv
41,215,vehicle,low,medium,0.8090135304991117,Java_low_Java_medium_results.csv
41,91,vehicle,low,medium,0.7193240598181948,Java_low_Java_medium_results.csv
43,6,vehicle,low,medium,0.8376423906288537,Java_low_Java_medium_results.csv
41,190,vehicle,low,medium,0.745375624608053,Java_low_Java_medium_results.csv
41,115,vehicle,low,medium,0.782653043323571,Java_low_Java_medium_results.csv
43,19,vehicle,low,medium,0.8470577177248243,Java_low_Java_medium_results.csv
43,17,vehicle,low,medium,0.7793691294420977,Java_low_Java_medium_results.csv
41,155,vehicle,low,medium,0.769582513114458,Java_low_Java_medium_results.csv
41,117,vehicle,low,medium,0.7419451255345938,Java_low_Java_medium_results.csv
41,147,vehicle,low,medium,0.773154933519602,Java_low_Java_medium_results.csv
43,16,vehicle,low,medium,0.7732673518423293,Java_low_Java_medium_results.csv
43,24,vehicle,low,medium,0.8262963823658067,Java_low_Java_medium_results.csv
41,192,vehicle,low,medium,0.8096058074242737,Java_low_Java_medium_results.csv
41,214,vehicle,low,medium,0.7879232941354366,Java_low_Java_medium_results.csv
43,18,vehicle,low,medium,0.8292404678649477,Java_low_Java_medium_results.csv
43,51,vehicle,low,medium,0.8451072072010232,Java_low_Java_medium_results.csv
43,40,vehicle,low,medium,0.813391045239173,Java_low_Java_medium_results.csv
43,4,vehicle,low,medium,0.7879642139797656,Java_low_Java_medium_results.csv
43,53,vehicle,low,medium,0.8490696774608284,Java_low_Java_medium_results.csv
43,32,vehicle,low,medium,0.7693656195841195,Java_low_Java_medium_results.csv
43,54,vehicle,low,medium,0.8073276290536324,Java_low_Java_medium_results.csv
43,33,vehicle,low,medium,0.766544852069651,Java_low_Java_medium_results.csv
43,62,vehicle,low,medium,0.8564053886269175,Java_low_Java_medium_results.csv
43,66,vehicle,low,medium,0.8953441028541133,Java_low_Java_medium_results.csv
43,57,vehicle,low,medium,0.8038085239840652,Java_low_Java_medium_results.csv
43,50,vehicle,low,medium,0.8274886038488622,Java_low_Java_medium_results.csv
43,70,vehicle,low,medium,0.8422773604019306,Java_low_Java_medium_results.csv
41,145,vehicle,low,medium,0.7261660075572149,Java_low_Java_medium_results.csv
43,61,vehicle,low,medium,0.7595570383306814,Java_low_Java_medium_results.csv
43,42,vehicle,low,medium,0.8494865610748037,Java_low_Java_medium_results.csv
43,88,vehicle,low,medium,0.8593402786474064,Java_low_Java_medium_results.csv
41,158,vehicle,low,medium,0.7423127554360971,Java_low_Java_medium_results.csv
43,75,vehicle,low,medium,0.8013943661369975,Java_low_Java_medium_results.csv
43,72,vehicle,low,medium,0.7930927754525637,Java_low_Java_medium_results.csv
43,25,vehicle,low,medium,0.7876620255096044,Java_low_Java_medium_results.csv
43,108,vehicle,low,medium,0.8652424964234706,Java_low_Java_medium_results.csv
43,73,vehicle,low,medium,0.7617158512026001,Java_low_Java_medium_results.csv
43,84,vehicle,low,medium,0.7893076873509918,Java_low_Java_medium_results.csv
43,81,vehicle,low,medium,0.8347801886149577,Java_low_Java_medium_results.csv
43,97,vehicle,low,medium,0.7826852559221836,Java_low_Java_medium_results.csv
43,58,vehicle,low,medium,0.8031990233747568,Java_low_Java_medium_results.csv
43,20,vehicle,low,medium,0.8000998832485798,Java_low_Java_medium_results.csv
43,143,vehicle,low,medium,0.7923882530051487,Java_low_Java_medium_results.csv
43,117,vehicle,low,medium,0.7938780259957551,Java_low_Java_medium_results.csv
43,89,vehicle,low,medium,0.8138193078911157,Java_low_Java_medium_results.csv
43,142,vehicle,low,medium,0.7782840177678274,Java_low_Java_medium_results.csv
43,133,vehicle,low,medium,0.7936490235553264,Java_low_Java_medium_results.csv
43,147,vehicle,low,medium,0.7893240787814061,Java_low_Java_medium_results.csv
43,145,vehicle,low,medium,0.7685925459408607,Java_low_Java_medium_results.csv
41,202,vehicle,low,medium,0.828965911235893,Java_low_Java_medium_results.csv
43,190,vehicle,low,medium,0.7954741933372346,Java_low_Java_medium_results.csv
41,207,vehicle,low,medium,0.7405281883378673,Java_low_Java_medium_results.csv
43,169,vehicle,low,medium,0.8114292930986695,Java_low_Java_medium_results.csv
43,83,vehicle,low,medium,0.7762889230231462,Java_low_Java_medium_results.csv
43,105,vehicle,low,medium,0.8354868450215396,Java_low_Java_medium_results.csv
43,192,vehicle,low,medium,0.8214607655777861,Java_low_Java_medium_results.csv
43,168,vehicle,low,medium,0.8174930816924887,Java_low_Java_medium_results.csv
43,166,vehicle,low,medium,0.8309328533534486,Java_low_Java_medium_results.csv
43,171,vehicle,low,medium,0.8116276454868092,Java_low_Java_medium_results.csv
43,191,vehicle,low,medium,0.7664091881866455,Java_low_Java_medium_results.csv
43,91,vehicle,low,medium,0.8070043749014867,Java_low_Java_medium_results.csv
43,203,vehicle,low,medium,0.9023304281827256,Java_low_Java_medium_results.csv
43,135,vehicle,low,medium,0.7959266261231677,Java_low_Java_medium_results.csv
43,206,vehicle,low,medium,0.7669450908305584,Java_low_Java_medium_results.csv
44,4,vehicle,low,medium,0.7650056838947067,Java_low_Java_medium_results.csv
43,215,vehicle,low,medium,0.797930377497575,Java_low_Java_medium_results.csv
44,6,vehicle,low,medium,0.8159722587176832,Java_low_Java_medium_results.csv
43,151,vehicle,low,medium,0.8146994704764805,Java_low_Java_medium_results.csv
43,55,vehicle,low,medium,0.8370273284635755,Java_low_Java_medium_results.csv
43,155,vehicle,low,medium,0.7803147425479756,Java_low_Java_medium_results.csv
43,197,vehicle,low,medium,0.8323389972856283,Java_low_Java_medium_results.csv
43,115,vehicle,low,medium,0.7934141108003998,Java_low_Java_medium_results.csv
43,210,vehicle,low,medium,0.8031055752183341,Java_low_Java_medium_results.csv
44,20,vehicle,low,medium,0.7830608129288052,Java_low_Java_medium_results.csv
44,19,vehicle,low,medium,0.8374906559834823,Java_low_Java_medium_results.csv
44,16,vehicle,low,medium,0.7645691189937559,Java_low_Java_medium_results.csv
44,24,vehicle,low,medium,0.8253415815234387,Java_low_Java_medium_results.csv
44,32,vehicle,low,medium,0.7422634547171095,Java_low_Java_medium_results.csv
43,202,vehicle,low,medium,0.8349705345781571,Java_low_Java_medium_results.csv
43,214,vehicle,low,medium,0.7917154494362633,Java_low_Java_medium_results.csv
44,25,vehicle,low,medium,0.7605713276097587,Java_low_Java_medium_results.csv
44,33,vehicle,low,medium,0.7830475795053153,Java_low_Java_medium_results.csv
44,54,vehicle,low,medium,0.8178260500164449,Java_low_Java_medium_results.csv
43,158,vehicle,low,medium,0.7861474900401428,Java_low_Java_medium_results.csv
43,207,vehicle,low,medium,0.7583584611315242,Java_low_Java_medium_results.csv
44,66,vehicle,low,medium,0.8926376168182729,Java_low_Java_medium_results.csv
44,62,vehicle,low,medium,0.8451816907558724,Java_low_Java_medium_results.csv
44,58,vehicle,low,medium,0.7719039422861079,Java_low_Java_medium_results.csv
44,57,vehicle,low,medium,0.8177171662574566,Java_low_Java_medium_results.csv
44,42,vehicle,low,medium,0.816499884007789,Java_low_Java_medium_results.csv
44,70,vehicle,low,medium,0.83819123685858,Java_low_Java_medium_results.csv
44,51,vehicle,low,medium,0.8096173285389296,Java_low_Java_medium_results.csv
44,61,vehicle,low,medium,0.7639631197592642,Java_low_Java_medium_results.csv
44,88,vehicle,low,medium,0.8556955585380404,Java_low_Java_medium_results.csv
44,17,vehicle,low,medium,0.779055257620853,Java_low_Java_medium_results.csv
44,108,vehicle,low,medium,0.8509353003671324,Java_low_Java_medium_results.csv
44,40,vehicle,low,medium,0.8148383521199549,Java_low_Java_medium_results.csv
44,53,vehicle,low,medium,0.8597819682497234,Java_low_Java_medium_results.csv
44,72,vehicle,low,medium,0.7744224413214564,Java_low_Java_medium_results.csv
44,75,vehicle,low,medium,0.8051585846164548,Java_low_Java_medium_results.csv
44,83,vehicle,low,medium,0.7997960068145911,Java_low_Java_medium_results.csv
44,97,vehicle,low,medium,0.7717421801376712,Java_low_Java_medium_results.csv
44,143,vehicle,low,medium,0.7906031128142766,Java_low_Java_medium_results.csv
44,117,vehicle,low,medium,0.7855560109668621,Java_low_Java_medium_results.csv
44,115,vehicle,low,medium,0.7944440822516485,Java_low_Java_medium_results.csv
44,50,vehicle,low,medium,0.857766195933434,Java_low_Java_medium_results.csv
44,18,vehicle,low,medium,0.823689900095346,Java_low_Java_medium_results.csv
44,133,vehicle,low,medium,0.777600825526416,Java_low_Java_medium_results.csv
44,89,vehicle,low,medium,0.7945509222377924,Java_low_Java_medium_results.csv
44,147,vehicle,low,medium,0.7635041485857039,Java_low_Java_medium_results.csv
44,84,vehicle,low,medium,0.7580344331792269,Java_low_Java_medium_results.csv
44,145,vehicle,low,medium,0.7753745743156105,Java_low_Java_medium_results.csv
44,190,vehicle,low,medium,0.7850000547152807,Java_low_Java_medium_results.csv
44,155,vehicle,low,medium,0.759456589275885,Java_low_Java_medium_results.csv
44,105,vehicle,low,medium,0.8251764954981198,Java_low_Java_medium_results.csv
44,73,vehicle,low,medium,0.7947202654314325,Java_low_Java_medium_results.csv
44,203,vehicle,low,medium,0.908670480404046,Java_low_Java_medium_results.csv
44,158,vehicle,low,medium,0.7809342477602461,Java_low_Java_medium_results.csv
44,191,vehicle,low,medium,0.7455871456791882,Java_low_Java_medium_results.csv
44,166,vehicle,low,medium,0.8563314654678279,Java_low_Java_medium_results.csv
44,171,vehicle,low,medium,0.7631921478655874,Java_low_Java_medium_results.csv
44,197,vehicle,low,medium,0.8047905630200641,Java_low_Java_medium_results.csv
44,210,vehicle,low,medium,0.7773886368830687,Java_low_Java_medium_results.csv
44,91,vehicle,low,medium,0.7662589917020544,Java_low_Java_medium_results.csv
56,6,vehicle,low,medium,0.8161056571643799,Java_low_Java_medium_results.csv
56,4,vehicle,low,medium,0.7666619784925135,Java_low_Java_medium_results.csv
44,192,vehicle,low,medium,0.8101500309316892,Java_low_Java_medium_results.csv
44,55,vehicle,low,medium,0.8197088757275137,Java_low_Java_medium_results.csv
44,81,vehicle,low,medium,0.8358246415881647,Java_low_Java_medium_results.csv
56,19,vehicle,low,medium,0.8415879011647955,Java_low_Java_medium_results.csv
56,17,vehicle,low,medium,0.7531873382886738,Java_low_Java_medium_results.csv
44,169,vehicle,low,medium,0.7883608086000984,Java_low_Java_medium_results.csv
44,142,vehicle,low,medium,0.7829115943409722,Java_low_Java_medium_results.csv
56,16,vehicle,low,medium,0.7699654952911267,Java_low_Java_medium_results.csv
44,215,vehicle,low,medium,0.7945215108611771,Java_low_Java_medium_results.csv
44,151,vehicle,low,medium,0.8182200268235813,Java_low_Java_medium_results.csv
56,20,vehicle,low,medium,0.7809613623678269,Java_low_Java_medium_results.csv
56,51,vehicle,low,medium,0.7261553428845616,Java_low_Java_medium_results.csv
56,40,vehicle,low,medium,0.8048710399824254,Java_low_Java_medium_results.csv
56,33,vehicle,low,medium,0.8222453071718463,Java_low_Java_medium_results.csv
56,53,vehicle,low,medium,0.802090238800794,Java_low_Java_medium_results.csv
56,54,vehicle,low,medium,0.8031230158636263,Java_low_Java_medium_results.csv
56,24,vehicle,low,medium,0.7809837545805333,Java_low_Java_medium_results.csv
56,66,vehicle,low,medium,0.8573850642292733,Java_low_Java_medium_results.csv
56,62,vehicle,low,medium,0.8578399443704496,Java_low_Java_medium_results.csv
56,57,vehicle,low,medium,0.8134892529819456,Java_low_Java_medium_results.csv
44,168,vehicle,low,medium,0.8221632543314754,Java_low_Java_medium_results.csv
44,202,vehicle,low,medium,0.8260609535211184,Java_low_Java_medium_results.csv
44,135,vehicle,low,medium,0.745710560617487,Java_low_Java_medium_results.csv
56,58,vehicle,low,medium,0.7419125934970423,Java_low_Java_medium_results.csv
56,42,vehicle,low,medium,0.8547948011088435,Java_low_Java_medium_results.csv
56,61,vehicle,low,medium,0.7672808293683597,Java_low_Java_medium_results.csv
56,25,vehicle,low,medium,0.8027069870056205,Java_low_Java_medium_results.csv
56,55,vehicle,low,medium,0.8004719654407139,Java_low_Java_medium_results.csv
56,88,vehicle,low,medium,0.837941871016103,Java_low_Java_medium_results.csv
44,214,vehicle,low,medium,0.7821330734656672,Java_low_Java_medium_results.csv
56,32,vehicle,low,medium,0.7363260502752726,Java_low_Java_medium_results.csv
